ID,x^2,x,c,AIC,BIC
39889,-5.44896666667e-05,2.16790974194e-05,-6.78643010753e-08,-78.4378151119,-80.2789320286
39890,0.000158414855357,-6.6223452381e-07,1.26983134921e-07,-111.338467205,-111.963188798
39891,0.000295992280804,2.06374324405e-05,-1.93691220238e-07,-104.087074593,-104.711796185
39895,3.62216092715e-05,0.000138465342604,-1.70125848052e-06,-141.264100858,-141.025776232
39896,0.000162379911541,1.58477495849e-05,1.01886208877e-06,-144.779153244,-144.540828619
39897,7.22356876658e-05,5.29470231025e-05,-1.45243354877e-06,-145.312210366,-145.073885741
39898,-2.42844777401e-05,0.000162890502881,-2.99738261584e-06,-166.751177594,-166.512852969
39899,-4.86723292515e-05,0.000162404362258,-3.77087303823e-06,-153.463555144,-153.225230519
39900,3.48742873513e-05,9.93493990412e-05,-2.37930412802e-06,-153.954478382,-153.716153757
39901,-0.000188844089706,0.000223119470804,-6.51042909794e-06,-146.683090249,-146.444765624
39902,3.89965893162e-05,5.56010493543e-05,-1.5889313427e-06,-136.050087142,-135.811762517
39903,9.82550180792e-05,2.37999163925e-05,-8.86563926353e-07,-133.190378715,-132.95205409
39904,-9.80131296154e-05,0.000146978684421,-2.5434109306e-06,-150.084158409,-149.845833784
39905,6.21628803584e-05,8.28345140863e-05,-5.85900895453e-07,-143.583463129,-143.345138504
39906,5.64268613672e-05,6.35917279252e-05,-1.4818525376e-06,-150.736302958,-150.497978333
39910,305.448531102,0.000622316097271,-5.88892052925e-12,648.614308589,653.680946951
39911,-670.828217952,0.000768523787765,-1.47853587353e-11,655.676182248,660.889191103
39912,-0.000920640422334,0.000723647612585,-5.94124399281e-06,-123.973736989,-123.735412364
39914,4.07838489018,1.13001252826e-05,-7.76974541754e-12,14.5208187133,15.7145045317
39919,4.02562915445e-05,0.000260334946648,-4.02692744658e-07,-92.7259058124,-93.8975920751
39920,0.000200160345767,0.000249040444041,-1.56648292326e-07,-83.3559540715,-84.5276403342
39921,-0.000444512263331,0.000361465115701,-4.54278285471e-06,-79.8548108096,-81.0264970723
39922,0.000400730010182,0.000181106037003,-1.99126119778e-06,-77.6376391691,-78.8093254318
39923,0.000657896028238,0.000118763805191,-1.59391099581e-06,-81.4039778866,-82.5756641493
39937,6.3e-07,5.09860215054e-07,-1.99462365591e-08,-154.348502429,-155.520188692
39938,4.07843137255e-07,3.57540796964e-07,-1.30234029096e-08,-156.215449553,-157.387135816
39948,-0.00064059670393,1.04468054184,-0.933281892336,-29.3462243554,-30.5179106181
39949,0.147580845748,0.28316184395,-0.212573722218,-39.2148826547,-40.3865689174
39950,0.0258831774144,0.69999801555,-0.677888650495,-35.4101010716,-36.5817873343
39951,1.83649375e-05,1.44858063445e-05,-1.59796011795e-07,-134.000016002,-134.624737595
39952,3.50161875e-05,-4.34720141843e-06,1.30443269913e-07,-135.022959177,-135.647680769
39953,1.79994901961e-05,8.4373855155e-06,-1.58467267552e-07,-110.853280533,-112.024966795
39954,-6.6227125e-06,5.00565670323e-06,-2.67429431515e-08,-135.777494082,-136.402215675
39962,0.000311639689913,2.40949844071e-05,-1.64485123575e-08,-86.5531792474,-87.1779008398
39963,0.00335700732564,2.07691099922e-05,-1.85159331439e-08,-126.543117058,-125.635361779
39964,0.00058755985493,2.42818076261e-05,-1.17074947898e-08,-56.544948294,-57.7166345567
39965,0.0452836975772,0.000506152070419,-2.5688659833e-07,-46.1861430625,-45.5944693305
39966,0.200663435664,0.000423100458719,-3.47169463058e-07,-52.3421631675,-51.4344078885
39967,0.0609504099201,0.000238052318826,-1.64029835789e-07,-28.2609454431,-30.1020623597
39968,0.103572958915,0.00109558755892,-3.01415814688e-07,-19.6793751172,-20.8510613799
39969,0.169579260435,0.00186317316649,-1.49232701681e-06,-18.3629921898,-19.5346784525
39970,0.116446491413,0.000595338597097,-1.36191476396e-07,-25.6678350624,-26.8395213251
39971,0.403532691447,0.00266915395987,-1.6104615994e-06,-10.0557673052,-11.2274535678
39972,0.482513281037,0.0113145100614,-1.86549786145e-05,-29.9871117172,-28.0699397283
39973,9.93952639455,104.206758164,-53.7024136608,30.9619217105,30.3372001182
39974,-1437.17181578,0.000184263182064,-2.99325087034e-12,63.9646648971,63.3399433048
39975,-7.00394730049,7.08914236337e-05,-1.27913572825e-12,59.141753662,58.5170320697
39976,425.078816786,0.000208369115304,-4.34051688727e-12,96.0116952953,95.8494257424
39977,-0.0126992512576,0.0227753180914,-0.000303000731788,-59.0002753529,-59.1625449058
39978,-0.0437788652506,0.0686116178479,-0.00169253939592,-36.4614757113,-36.6237452641
39979,-0.00212908013489,0.0254407287399,-0.000684762047168,-49.7182244692,-50.3429460616
39980,-0.0836760110015,0.0793429340032,-0.00228357372638,-31.0664836908,-31.6912052831
39998,0.0538385500308,0.00156644330397,-1.35613614296e-06,-40.9781425565,-40.7398179315
39999,0.0657223772708,0.00195685988373,-1.71075186475e-06,-32.0892037916,-31.8508791666
40000,-0.0204377251453,0.00474407283955,-4.17084048171e-06,-32.5967364639,-32.3584118389
40001,-0.0416076070684,0.00498768719911,-4.90832158799e-06,-49.6258066329,-49.3874820079
40004,-0.000217817053277,0.000321832712187,-8.12312294137e-06,-177.677120554,-176.222400605
40005,0.00150435055817,0.000274508104734,-7.48922184133e-06,-163.312238843,-161.857518894
40006,0.000733076151637,0.000236887407877,-4.89504153456e-06,-178.452273564,-176.997553614
40007,0.00153791296777,0.000357564916288,-9.03550258466e-06,-174.935370098,-173.480650149
40008,-0.000196773571429,0.000900615535714,-3.91797142857e-05,-115.426114215,-115.18778959
40009,0.00110243743079,0.000439941242861,-9.7456195054e-06,-162.379371438,-160.924651489
40017,-0.000264306766966,5.72391532435e-05,-5.81043343313e-07,-482.863880525,-478.867266994
40018,5.38170650176e-05,4.02632025458e-05,-3.56824512482e-07,-522.063317193,-517.76135558
40019,0.000413618982296,-1.76639141096e-05,9.45933723872e-07,-465.050672778,-461.276383164
40020,4.49954322847e-05,2.50773460761e-05,-1.91558333959e-07,-465.107802336,-461.220291738
40021,-2.48899014493e-06,2.25797327826e-05,-2.87191255072e-07,-344.557009636,-341.723692699
40022,-2.04957979118e-05,1.087549749e-05,-1.45504008103e-07,-379.41676746,-376.583450523
40023,0.000423569615465,9.70975267213e-06,2.03237915798e-07,-116.753284913,-116.915554466
40024,0.000351067314451,8.54417377509e-05,3.10696244055e-08,-106.341033857,-106.50330341
40025,0.000107472607509,8.40640258464e-06,5.73463455094e-08,-163.649828463,-162.456142644
40026,0.000804669215005,2.77759156505e-05,3.06364409351e-08,-94.3224942155,-94.4847637684
40027,-0.00188123256929,0.000394510871974,-4.9730927688e-07,-115.776124286,-115.184450554
40028,0.00416095826851,-5.94984079602e-06,2.33078568004e-07,-85.0138377436,-85.1761072964
40029,3.54511459847e-05,5.43367831537e-05,-2.40938571831e-07,-136.25337396,-135.345618681
40030,0.00124857501903,1.73805547283e-05,1.60552977232e-07,-79.3564154868,-79.9811370791
40031,0.000368223316074,5.04755545937e-06,-1.20209849609e-08,-185.548819681,-184.641064402
40032,0.000296298921919,1.02938385462e-07,1.27730651668e-09,-152.56103241,-152.723301963
40038,0.071765979244,0.179240413846,-0.0135704649101,-155.411304398,-150.921781714
40039,0.071158422333,0.138513548812,-0.0106397924257,-168.633918083,-164.054836509
40042,0.000811933270254,2.63055091489e-05,-5.27446193419e-08,-1162.85858244,-1155.42657199
40043,0.000573750401726,1.27740619895e-05,-1.88415136418e-08,-1248.91573658,-1241.48372613
40045,-0.000309810163877,0.000393777449605,-2.33366218397e-06,-296.041433539,-292.153922941
40046,0.000949823234979,0.000422097263846,-2.09726074668e-06,-242.137191086,-238.730708438
40047,-2.46322996748e-05,1.1942770479e-05,-5.84092053602e-08,-1379.08019447,-1372.20881615
40048,-2.64828337536e-05,1.30624859736e-05,-1.46673569892e-08,-1213.13969887,-1206.35165924
40049,-1.22453191865e-05,1.27854205742e-05,-2.8162683823e-08,-863.795104184,-858.181501151
40061,0.000192500132325,3.3162482859e-06,-1.26633146214e-08,-149.986334459,-149.748009834
40062,4.03247057922e-05,6.08312859874e-06,-2.04435382969e-08,-160.629223994,-160.390899369
40068,0.0135493985372,0.000448881610454,-3.11136189521e-06,-71.6971857545,-72.3219073468
40069,0.0270022386721,-0.000346346151569,5.69795522552e-06,-66.6909761858,-67.3156977782
40070,0.0452852046031,-1.79992771625e-05,2.39952024261e-06,-45.0436004472,-45.6683220395
40071,0.0635396551977,-6.98630722743e-05,1.15316280378e-06,-41.3992740039,-42.0239955963
40072,0.0408172286321,0.00208781019022,-1.42610348532e-05,-46.9322692375,-47.5569908298
40073,0.0254891760822,0.00257950964329,-2.12930908099e-05,-38.4091105933,-39.0338321857
40074,0.032261273765,0.00185901008416,-1.57982295633e-05,-45.1176339999,-45.7423555922
40075,0.0154638408507,0.000768768143673,-5.36605432777e-06,-58.0046136999,-58.6293352922
40076,0.021679626491,0.00167917888223,-1.02840720548e-05,-43.4648008237,-44.089522416
40077,0.000611234118932,-6.19979829414e-06,5.84909472212e-08,-88.3226409495,-88.9473625418
40078,0.00290697033524,-9.09422679765e-06,9.4963754315e-09,-87.7532031724,-88.3779247647
40079,0.00399102009276,7.79501777481e-06,-8.99615377213e-09,-75.5904003697,-76.215121962
40080,0.00687831847907,1.15436732824e-05,-1.06818173843e-08,-66.4987451565,-67.1234667488
40081,0.00787110434625,5.22927224137e-05,-3.83880054509e-08,-70.6253279675,-71.2500495599
40082,0.0107954714076,5.26047711014e-05,-2.80853903199e-08,-58.2537588426,-58.8784804349
40083,0.00455225967871,0.000127610966657,-1.00506951793e-07,-75.6713380089,-76.2960596012
40084,0.00370224183271,0.000128766040413,-9.59683651e-08,-62.4513663311,-63.0760879234
40085,0.0086888924804,5.60456889362e-05,-3.32456553576e-08,-57.3959221476,-58.0206437399
40086,0.00722968553365,0.000100216010945,-6.11381776294e-08,-61.8121056256,-62.436827218
40087,0.00106603373112,9.43844839976e-05,-6.05930612045e-08,-74.8953111467,-75.5200327391
40088,5.22720283655e-05,5.60319978831e-05,-4.00562419239e-07,-98.8149684578,-99.4396900501
40089,0.000926809990627,-1.00714688631e-05,3.69723131104e-07,-89.3054408747,-89.930162467
40090,-0.000632251212557,6.97844267588e-05,-3.47400899417e-07,-90.0148499399,-90.6395715322
40091,0.00068238842923,4.89040813859e-05,-5.0221516015e-07,-89.9697337615,-90.5944553539
40092,-0.00010671034155,5.4633113671e-05,-3.63590085724e-07,-89.4556340424,-90.0803556348
40093,4.4013915217e-06,5.92690193621e-05,-3.95047684325e-07,-92.6373707419,-93.2620923342
40094,0.000870172100496,7.02013530508e-06,3.74647914562e-07,-88.5391430226,-89.1638646149
40095,-0.000581164806073,8.0297997237e-05,-4.82561061929e-07,-85.6798080738,-86.3045296661
40096,-0.000449013087143,7.52050730994e-05,-4.80867455666e-07,-100.856320741,-101.481042333
40097,0.00038718545837,7.76960229908e-06,7.89208812639e-08,-104.435286973,-105.060008566
40102,-0.167276523181,4.65065813632e-06,-2.95307842228e-12,-266.798379973,-258.953018423
40111,0.000873120009194,1.61651268227e-05,-1.57484451329e-08,-92.7296278958,-93.3543494881
40112,0.33544776366,0.0027569593073,-2.12833416986e-06,-16.8637364988,-18.0354227615
71,-9.00772919014e-05,1.74119301906e-05,-1.6991785074e-07,-109.581352999,-110.206074592
3,4.32309468851e-05,3.90899075138e-06,-1.43291389299e-08,-81.8781637305,-83.7192806472
2,-1.18627023254e-05,3.84314574512e-06,-1.29741607614e-08,-115.768312487,-117.609429404
140,0.0411005249607,0.000804805680422,-7.16934635789e-07,-51.5914290719,-52.2161506642
79,5.64689475345e-05,7.81928380506e-06,-4.4563801454e-08,-210.349199059,-209.44144378
713,6.79823888027e-05,3.20121336765e-06,-2.56664224797e-08,-622.272204027,-617.970242414
920,0.375564461563,0.00263304601637,-2.6513475311e-06,-19.8792867387,-20.504008331
6,-6.32585505029e-06,7.36695340292e-06,-6.71456980351e-08,-619.223562068,-614.82635436
40115,0.0789439683791,0.00280065763946,-1.71491673337e-05,-33.71112274,-34.3358443323
40116,0.145920301477,0.0086231418337,-5.85468184572e-05,-28.2868469333,-28.9115685256
40117,0.128334442692,0.0109684812196,-5.74062809835e-05,-30.8836657703,-31.5083873626
40118,0.0646050439871,0.00224699044538,-1.17274868659e-05,-43.0029502622,-43.6276718545
40119,0.108906766122,0.00779090375367,-4.11838224205e-05,-39.8374529277,-40.4621745201
40120,0.109916350942,0.0100112610548,-4.78383814924e-05,-40.0607396635,-40.6854612559
40125,2.81382862145e-06,1.11346289149e-07,-2.03600139626e-10,-497.227791493,-494.09422418
40126,-1.96491319875e-06,2.48550096382e-07,-3.96846349065e-10,-464.175479888,-461.041912575
40127,1.9219708634e-05,7.58259974319e-08,-4.51864226031e-11,-350.949119534,-348.631353367
40130,0.226641778967,0.0208783435778,-7.57012163475e-05,-16.387088816,-17.5587750787
