ID,x^3,x^2,x,c,AIC,BIC
39923,0.000125639388452,0.000239483882839,-7.50881745312e-06,7.46686100846e-08,-93.164389179,-94.7266375293
39937,2.65142857143e-07,8.08216112099e-07,-6.96541994751e-08,2.03496437945e-09,-167.727593436,-169.289841786
39938,1.0280952381e-07,6.06976991787e-07,-5.45810367454e-08,1.70130296213e-09,-171.500847318,-173.063095668
39948,-0.0473351741614,1.50574873992,-2.01724516321,0.69816712153,-27.7878015129,-29.3500498631
39949,0.128447171187,0.472090180671,-0.656740938003,0.286082522218,-37.7536525288,-39.3159008791
39950,-0.00573973081719,1.01224663435,-1.41197969292,0.47281881573,-34.1085296023,-35.6707779526
39951,8.42658210948e-07,1.91949983536e-05,-3.7291536867e-07,2.25442325267e-09,-152.880853056,-153.713815179
39952,1.88117623498e-05,7.81131545265e-09,-6.66473373973e-08,2.08486762779e-09,-157.460353163,-158.293315286
39953,-8.25904761904e-07,1.61344632758e-05,-7.99657972441e-07,1.31246601987e-08,-111.606515085,-113.168763435
39954,-1.38406008011e-05,6.94549691179e-06,-1.14532418901e-07,9.28656309643e-10,-135.277202549,-136.110164672
39962,0.00135919431283,6.33001198988e-06,4.88013406511e-08,-6.11642023423e-11,-88.955967051,-89.7889291741
39963,0.00192680718508,4.13168487032e-05,-8.07729151743e-08,4.75774144702e-11,-127.073297776,-125.862957404
39964,0.00527423801719,-5.19594522783e-05,1.78244775893e-07,-1.06632919492e-10,-60.3251680374,-61.8874163877
39965,0.0667973468176,8.85831521705e-05,8.72641172293e-07,-7.47358218411e-10,-44.7231038276,-43.9342055183
39966,0.183138426237,0.000788574156177,-1.439866556e-06,7.76363336099e-10,-50.9841336284,-49.7737932564
39967,0.03482062635,0.000873297548943,-2.39503782203e-06,1.97477992963e-09,-293.220826069,-295.675648624
39968,-0.101285625901,0.00858342852735,-3.70128974011e-05,3.71539692939e-08,-25.0176314019,-26.5798797521
39969,0.00302040240958,0.0171186759139,-6.06793563576e-05,5.09207251687e-08,-42.482583333,-44.0448316833
39970,-0.0735142916588,0.00290857107329,-6.56654265148e-06,4.88558306492e-09,-29.725494941,-31.2877432913
39971,-0.292279963352,0.0148605071646,-3.99190345587e-05,2.89431875272e-08,-21.8433069495,-23.4055552997
39972,0.450368956072,0.0137846899511,-3.48317868258e-05,2.35644292153e-08,-28.5915329194,-26.0353036009
39973,-3.11878718629,243.932787629,-295.72921554,104.248140483,23.2900149996,22.4570528765
39974,-940.59684243,0.000108273657917,4.66815317768e-13,-4.75939010126e-20,65.8290088159,64.9960466928
39975,-175.867901573,0.000142014895676,-6.53950658227e-12,9.23962292656e-20,49.3629250335,48.5299629104
39976,-463.310560426,0.000591890429021,-3.08992904691e-11,4.55098306333e-19,86.8525452541,86.6361858504
39977,0.00586698641344,0.015321499663,0.0003895131299,-1.7304471974e-05,-59.7467536461,-59.9631130498
39978,-0.0506665168123,0.0713768148172,-0.00194944627525,6.41956520906e-06,-34.4739808441,-34.6903402478
39979,0.0152375748239,0.017041751165,0.000273074628939,-2.94755511762e-05,-49.112979229,-49.9459413521
39980,-0.0309573295176,0.0538467734234,0.000624060861929,-8.94767701502e-05,-29.60187135,-30.4348334731
39998,-0.00217398094297,0.00347640584101,-8.98522479844e-06,6.69147935714e-09,-60.2973086188,-59.9795424521
39999,-0.0276715982141,0.00514148645318,-1.4431314683e-05,1.11572151476e-08,-45.3462667037,-45.028500537
40000,0.0224623396886,0.0032812302355,1.67228769431e-06,-5.12501208685e-09,-32.2966507628,-31.9788845961
40001,-0.00797071975579,0.00384070823721,-3.2686827851e-07,-4.01839611918e-09,-83.6809233672,-83.3631572005
40004,0.00031951191949,7.79833894946e-05,1.50036990525e-05,-5.77473118544e-07,-177.777867248,-175.838240649
40005,-1.41625739486e-05,0.000821061675526,-4.81832601317e-05,7.67610051304e-07,-170.954765736,-169.015139137
40006,0.000165290954183,0.000441248516482,-2.01108945142e-05,2.8701603913e-07,-180.272502574,-178.332875975
40007,0.00111998821588,0.000507987234432,-2.0235304217e-05,2.11261419774e-07,-174.336393074,-172.396766475
40008,-0.000104220162338,0.000834199894931,-2.88960021645e-05,-4.2848800505e-07,-113.453430486,-113.13566432
40009,-0.000255899701017,0.000928843178592,-4.61471639397e-05,6.86640907725e-07,-166.687530414,-164.747903815
40017,-0.000419609242605,7.6322783248e-05,-1.20358751991e-06,5.86378327645e-09,-481.254155815,-475.925337774
40018,0.000580704293956,-3.15076347368e-05,2.32853001574e-06,-2.96737073278e-08,-521.997951649,-516.262002831
40019,0.00113180968009,-0.000137930256929,6.99079623192e-06,-9.20116055051e-08,-465.722871383,-460.690485231
40020,-0.000612564828688,0.000125488075691,-4.67335926524e-06,5.99643076139e-08,-465.110184833,-459.926837369
40021,3.21373333334e-06,2.167539e-05,-2.46679333333e-07,-5.41100000001e-10,-342.557292891,-338.779536974
40022,0.000642521480339,-0.000104243442962,5.68284553842e-06,-8.49536045574e-08,-381.729647197,-377.95189128
40023,0.00025566654236,3.60613483298e-05,-3.11132835502e-07,2.10557528145e-09,-124.335666396,-124.552025799
40024,0.000738454482931,2.27865929431e-05,1.26614014578e-06,-5.08647014628e-09,-124.514732376,-124.73109178
40025,0.000609456932376,-2.76123641563e-05,5.56451801189e-07,-1.69694164541e-09,-167.135591584,-165.544010493
40026,0.00144841812114,-1.3097478755e-05,5.28698645246e-07,-1.57751726132e-09,-93.3442587247,-93.5606181285
40027,-0.00133363285839,0.000342640477336,2.21227181639e-07,-2.41123771782e-09,-115.017994401,-114.229096092
40028,0.00554687515763,-0.000139327544503,2.08205833535e-06,-6.20861364708e-09,-89.2740742405,-89.4904336443
40029,0.000365777296623,1.82707557142e-05,5.03375188336e-07,-3.88607925533e-09,-134.701681835,-133.491341463
40030,-0.000309925109003,0.000220185188128,-4.53387678763e-06,2.53435869848e-08,-82.984682102,-83.8176442251
40031,0.000319522976428,8.7525921037e-06,-5.87423431219e-08,1.5143833472e-10,-185.323397497,-184.113057125
40032,0.000294973459798,3.01005463443e-07,-2.82691519418e-09,1.91008566546e-11,-150.597612616,-150.81397202
40038,-0.0214214208048,0.385335067221,-0.0876456709553,0.00623948511205,-164.011892539,-158.025862293
40039,-0.0189852380867,0.334848175112,-0.0812061491054,0.00595057836208,-179.679957692,-173.574515594
40042,8.85878714635e-05,5.1134812374e-05,-2.11016058244e-07,2.60137145467e-10,-1167.91318959,-1158.00384233
40043,0.000506947156148,1.50671270227e-05,-3.34583838378e-08,2.4024491815e-11,-1247.06961256,-1237.1602653
40045,-4.4061067213e-05,0.000356151503641,-1.38117419727e-06,-6.23465720816e-09,-294.074116556,-288.890769092
40046,-0.000685527042157,0.000613981484207,-5.51202908039e-06,1.48605099688e-08,-241.255862527,-236.713885664
40047,-8.20208725731e-07,7.88405679838e-06,8.14941953362e-08,-1.16378205504e-09,-1377.74973116,-1368.5878934
40048,1.33490444677e-07,1.15493304383e-05,-5.48986709736e-10,-3.02591656935e-11,-1211.50815575,-1202.45743624
40049,-1.26049357275e-05,1.28144623409e-05,-2.86443116088e-08,1.9678560559e-12,-861.79514211,-854.310338067
40061,0.000132771807749,6.95149695066e-06,-5.83929321401e-08,1.47949207399e-10,-149.439912091,-149.122145924
40062,7.05817944986e-06,8.10783122225e-06,-4.59132888151e-08,8.2402381788e-11,-160.363986382,-160.046220215
40068,0.0157822860718,-0.000223712107108,1.63149292364e-05,-1.29455200948e-07,-82.9817618448,-83.8147239679
40069,0.0285065463886,-0.00079947596834,1.87855466067e-05,-8.72146289117e-08,-65.84900899,-66.6819711131
40070,0.0275040789445,0.00533805794637,-0.000152297623405,1.0308889989e-06,-49.6017048573,-50.4346669803
40071,0.0347673727035,0.00859696682644,-0.000249167880056,1.66811877189e-06,-57.1700047262,-58.0029668493
40072,0.0383418865734,0.00283343642156,-3.57966987575e-05,1.43511887029e-07,-45.0391155315,-45.8720776546
40073,-0.00805508969003,0.012683763471,-0.000313130750605,1.94478208099e-06,-45.5774864733,-46.4104485964
40074,0.014798781829,0.00711908798196,-0.000167723235625,1.01241570279e-06,-49.4019186702,-50.2348807932
40075,0.0177358918556,8.43775471037e-05,1.44009619698e-05,-1.31725765335e-07,-56.5978103286,-57.4307724517
40076,0.00947685952031,0.0053549145716,-0.00011644907146,7.07474794775e-07,-43.1166592229,-43.949621346
40077,4.88328756944e-05,0.000163207544031,-4.83444258147e-06,3.26061052461e-08,-100.297346517,-101.13030864
40078,0.00271803277608,-5.54915840004e-06,-7.48414766954e-10,6.90995822216e-12,-86.121276067,-86.9542381901
40079,0.00530590831731,-1.68764594688e-05,6.23012317501e-08,-4.80890233733e-11,-76.4545047564,-77.2874668795
40080,0.00372645357526,7.0682664565e-05,-1.81585870645e-07,1.15272235464e-10,-68.4138747234,-69.2468368465
40081,0.00508247820415,0.000104616201414,-1.8959610772e-07,1.01987610219e-10,-76.8550780819,-77.6880402049
40082,0.00212312615408,0.00021532549867,-4.98327294821e-07,3.17171152505e-10,-71.2727551674,-72.1057172905
40083,0.00552205751353,0.000109414480625,-4.79214553097e-08,-3.54681332413e-11,-75.0802544542,-75.9132165773
40084,-4.00529607426e-05,0.000198983370762,-2.98887388668e-07,1.36865855539e-10,-62.9824016257,-63.8153637488
40085,0.000199441440119,0.000215334740462,-4.93570458934e-07,3.10482215811e-10,-64.0249612411,-64.8579233642
40086,0.00159796263368,0.000205885010617,-3.66507950707e-07,2.05967358374e-10,-67.0488031431,-67.8817652662
40087,0.00112449466605,9.32875712724e-05,-5.7423124979e-08,-2.13807471518e-12,-72.8993219904,-73.7322841135
40088,0.000359900063032,3.04964997419e-05,1.59259030134e-07,-3.47308840136e-09,-97.1424993418,-97.9754614649
40089,-0.00027507143667,8.96939539662e-05,-1.81746050232e-06,1.35691158626e-08,-88.3960635859,-89.229025709
40090,-0.00122502626646,0.000118989325472,-1.4261328498e-06,6.69236848508e-09,-88.2942847274,-89.1272468505
40091,3.62126704684e-06,0.000105246987932,-1.73743553573e-06,7.66321041176e-09,-88.3359948946,-89.1689570177
40092,0.00132897618715,-6.45399347951e-05,2.24907203466e-06,-1.62087510529e-08,-89.1273666627,-89.9603287858
40093,-0.00163128270036,0.000195043407197,-3.37166533891e-06,1.84667026656e-08,-95.2499300219,-96.082892145
40094,-0.000566829516751,0.000126302346258,-2.24040740375e-06,1.62235982654e-08,-87.9467214572,-88.7796835802
40095,0.00323871379994,-0.000236781371518,6.46885342786e-06,-4.31260307454e-08,-98.647676859,-99.4806389821
40096,-0.00135889695472,0.000150732447691,-2.13667397557e-06,1.02724938918e-08,-105.20862322,-106.041585343
40097,0.000973172279006,-4.08718207276e-05,1.14529960581e-06,-6.61573004004e-09,-106.497220214,-107.330182338
40102,-0.173620812782,4.75067987509e-06,-3.23448505172e-12,1.86441110119e-19,-264.813781847,-254.353299779
40111,0.000403555750203,5.09816359851e-05,-5.31433741613e-07,2.00608885839e-09,-93.5384006096,-94.3713627327
40112,0.276533944436,0.00637404309135,-1.91597114419e-05,1.62100756221e-08,-21.2754629186,-22.8377112689
71,-0.000376932042454,5.38459677741e-05,-1.40883682702e-06,1.19189040528e-08,-109.213409225,-110.046371348
3,9.12478478859e-06,7.6038414029e-06,-7.82105734481e-08,2.46445533488e-10,-346.648857959,-349.103680515
2,-1.12931597853e-05,3.79153265733e-06,-1.21695313597e-08,-2.85944718507e-12,-357.739212848,-360.194035404
140,0.0346793728719,0.000964601184982,-1.36745434441e-06,6.14557277017e-10,-50.7029825408,-51.5359446639
79,4.85771136544e-05,8.50819604763e-06,-5.80938169731e-08,7.01410278804e-11,-208.45617322,-207.245832848
713,4.77350778691e-05,7.46568780347e-06,-1.85079576254e-07,1.49424762512e-09,-622.844257484,-617.108308666
920,0.216882393933,0.00658197616336,-1.8727249639e-05,1.5187184176e-08,-22.3222076547,-23.1551697778
6,1.73490534072e-05,8.48907397924e-07,2.55598719691e-07,-4.05097678024e-09,-617.702538569,-611.839594958
40115,0.0367203778166,0.00776815566569,-0.000122857632875,5.66612767878e-07,-33.8798133083,-34.7127754314
40116,0.0793204467129,0.0164584453378,-0.000225282246654,8.93726174057e-07,-28.4749744637,-29.3079365868
40117,0.138647797944,0.0097551412081,-3.15863792706e-05,-1.38398432906e-07,-28.9518317591,-29.7847938822
40118,0.0683928706332,0.00180136227549,-2.24450976316e-06,-5.08301381199e-08,-41.0722629046,-41.9052250277
40119,0.0915187628793,0.00983655810556,-8.47153913158e-05,2.33335548062e-07,-38.7620025972,-39.5949647203
40120,0.137744785133,0.00673731655895,2.18312282575e-05,-3.73439253093e-07,-40.9256085344,-41.7585706575
40125,4.24134373367e-06,4.06199829104e-08,2.30738726888e-10,-5.99546534632e-13,-495.928346384,-491.750256633
40126,1.02727340615e-05,-3.57764737243e-07,3.32660694002e-09,-5.13972772976e-12,-476.717985355,-472.539895604
40127,1.49441438868e-05,2.8410461117e-07,-1.27733424171e-09,1.67019352304e-12,-349.716215117,-346.625860228
40130,0.081670875713,0.0355823568836,-0.000299834569205,8.4420824808e-07,-24.531543075,-26.0937914253
