ID,a,h,q,AIC,BIC
39835,9.6639269098e-05,29.2945534138,1.91584703657e-09,-123.023107717,-122.784783092
39836,2.81843371039e-05,167.043324521,1.93637794688e-09,-223.507553349,-222.59979807
39837,1.30113843844e-05,165.282047054,1.31577007068e-08,-199.553542954,-198.645787675
39838,6.13886345091e-06,173.993022721,0.00443697651677,-231.850307557,-230.942552278
39839,5.13469866004e-06,576.132321177,1.77213022035e-08,-210.865694275,-209.957938996
39840,0.0,0.899855123325,0.703902914184,-49.4044472298,-44.6538904145
39841,2.42116989179,1.02090545518,0.27904586486,-150.757978061,-145.617261861
39842,1.12518156234,0.996051472203,0.246904512696,-92.6877324153,-88.1086508415
39843,2.3952539672,0.962891683642,0.288670204782,-105.336156537,-101.339543006
39844,1.62939502663,0.945193001769,0.162657696037,-144.870586669,-139.657577814
39845,0.764565592347,0.988288406874,1.82199439092e-07,-82.5540407744,-79.0198792833
39846,0.422743416403,1.18404559702,6.22526030725e-10,-75.7263132293,-72.3198305815
39847,0.440379218979,1.00659089027,4.54303261677e-13,-120.168097062,-115.866135448
39848,0.699478070637,1.1003052538,0.296454463835,-81.6689850698,-78.0123575952
39849,1.50607658553,1.59269044106,1.10295731388,-73.5107796598,-70.3772123466
39850,0.553100724198,1.22118344465,0.00585431023616,-76.705584775,-73.8722678375
39851,6.43241104825e-09,73913.5560214,0.504537085119,-127.355362784,-128.527049046
39852,4.10768039583e-08,23526.8376392,0.122676829564,-135.90765436,-137.079340623
39853,3.24375992733e-09,38377.8555536,0.808500947401,-122.373767213,-123.545453476
39854,6.21333673401e-09,20159.0856289,0.431329509228,-126.264331498,-127.43601776
39855,5.16406153395e-08,75938.1223868,1.89840720921e-09,-133.487096529,-134.658782791
39856,1.44068004637e-07,24642.9969955,2.67001700904e-06,-116.70022465,-117.871910913
39857,7.53456719238e-08,8696.96802721,0.124087364325,-123.726143738,-124.89783
39858,1.2886050671e-08,6691.29899719,0.399180165522,-114.156125936,-115.327812199
39859,3.64374552753e-09,220203.502121,0.298049752222,-140.930070273,-142.101756536
39860,3.92087964318e-08,37212.3037637,0.21605542056,-125.74433924,-126.916025503
39861,2.8615492198e-09,62640.7169128,1.01207684451,-124.638467308,-125.810153571
39862,NA,NA,NA,NA,NA
39863,1.82987079489e-07,597.591118472,1.3834285839,-94.4978274401,-95.6695137028
39864,8.2080422239e-06,632.586254448,0.763865802001,-105.85943557,-107.031121833
39865,1.09487651863e-05,677.581141866,1.89426252462e-12,-97.0758830602,-98.2475693229
39866,2.24544082579e-05,240.282638239,9.43685352084e-10,-87.311479887,-88.4831661497
39867,3.65706591055e-06,1171.33626383,0.592858809889,-108.051449393,-109.223135656
39868,9.83167338808e-06,578.206384145,0.575777045818,-103.07424945,-103.698971042
39869,3.77430678007e-05,209.599807822,0.309954524207,-90.0311764316,-90.6558980239
39870,5.88989786308e-05,104.932877233,1.58844293274e-09,-99.6411863762,-100.265907969
39871,9.61642377071e-05,110.463308616,4.12340844358e-07,-85.1756844438,-85.8004060361
39873,1.99754801953e-05,1014.38442962,8.75811312362e-09,-111.598964737,-112.223686329
39874,2.63130095497e-05,444.615807684,0.248642576268,-104.030036799,-104.654758392
39875,0.000160435423245,290.808976893,7.34731557817e-08,-90.6017966363,-91.2265182286
39876,1.79217942753e-05,176.083215034,0.63040371078,-87.1265886053,-87.7513101977
39877,1.78027650863e-05,155.01061786,0.628286069153,-92.7120273839,-93.3367489762
39878,9.06045314375e-06,1272.32792735,0.115124784551,-118.44224755,-119.066969142
39879,3.00304662588e-05,695.73595338,0.161950535231,-113.525328751,-114.150050343
39880,7.45043091146e-05,286.905008947,0.0740352890717,-97.0477769246,-97.6724985169
39881,0.000115733898975,209.925865107,1.35371247545e-09,-100.694929161,-101.319650754
