ID,a,h,q,AIC,BIC
39835,9.66377514097e-05,29.2910815772,4.28286295318e-11,-123.023107742,-122.784783117
39836,2.81843421809e-05,167.043308425,8.0306428174e-11,-223.507553517,-222.599798238
39837,1.30113843327e-05,165.282047925,2.38147261911e-08,-199.553542852,-198.645787573
39838,6.13886135492e-06,173.99314396,0.00443706850644,-231.850307557,-230.942552278
39839,5.13468884222e-06,576.129274353,5.1125770284e-14,-210.865694833,-209.957939554
39840,1e-12,0.899855123325,0.3,-49.4044472303,-44.6538904149
39841,2.42115162536,1.02090384948,0.279050483348,-150.757978054,-145.617261853
39842,1.12522497961,0.99607372441,0.246955135484,-92.6877325695,-88.1086509957
39843,2.39523552723,0.96288948516,0.288660768712,-105.336156539,-101.339543008
39844,1.6294050201,0.945195303233,0.162663763036,-144.870586671,-139.657577816
39845,0.764753823149,0.988409200741,2.86362766833e-10,-82.5540422678,-79.0198807767
39846,0.422475845179,1.18341793475,8.98831009621e-11,-75.726310501,-72.3198278532
39847,0.440338466825,1.00650349183,2.51942910978e-12,-120.168096846,-115.866135232
39848,0.699488363058,1.10031635775,0.296464116198,-81.6689850877,-78.0123576131
39849,1.44010417576,1.57612755128,0.999999997396,-73.4956546625,-70.3620873494
39850,0.553212764172,1.22145192405,0.00603474924364,-76.7055847696,-73.8722678321
39851,3.72373809565e-09,76852.9686798,0.623098900413,-127.680221305,-128.851907568
39852,4.10770198966e-08,23526.7991707,0.122676226237,-135.907654356,-137.079340619
39853,2.2070753003e-09,39026.5268894,0.890256856353,-122.610112117,-123.78179838
39854,5.67674096619e-09,20692.9437386,0.449471843348,-126.265696769,-127.437383032
39855,5.163926875e-08,75936.5640143,5.04834818393e-09,-133.487096529,-134.658782792
39856,1.44071517494e-07,24643.2265834,1.33450596401e-06,-116.700224684,-117.871910947
39857,7.53339562953e-08,8698.12006117,0.124126415061,-123.726143713,-124.897829976
39858,1.39491421747e-08,6430.83219334,0.383411968321,-114.156265469,-115.327951731
39859,3.64374563855e-09,220193.123073,0.298037558706,-140.930070339,-142.101756601
39860,3.92081705991e-08,37211.8308579,0.216045690214,-125.744339106,-126.916025368
39861,5.37101396691e-09,61932.210367,0.86662684425,-124.448299929,-125.619986192
39862,4.50385212458e-08,20773.1185027,0.0638828521797,-127.420993193,-128.592679456
