ID,a,h,q,AIC,BIC
39959,7.61333527266e-06,0.265486305544,-0.0532900245291,-138.499608605,-138.661878157
39960,2.12818057888e-06,11494.2917875,0.859228427156,-139.099885412,-139.724607004
39961,8.68765259732e-09,58409.4195887,3.14458151931,-164.120376308,-164.745097901
39962,NA,NA,NA,NA,NA
39963,5.4495296915e-06,126.355110843,0.924138668583,-134.954632104,-134.046876825
39964,2.26740429035e-05,58.1457054978,0.0967110562839,-55.7432190819,-56.9149053446
39965,0.0,3.43906417451,1.26255207392,-23.4736348656,-22.8819611336
39966,0.000568031795167,3.3380249409,0.956481911655,-57.5982909589,-56.6905356799
39967,0.00967679641942,5.8533480461,-0.311919826888,-33.1929148571,-35.0340317738
39968,2.39811705058,1.73032005806,-19.8873503426,-3.43314821682,-4.60483447952
39969,0.0110006845406,1.4523053001,0.334379591617,-30.7294259402,-31.9011122029
39970,0.015314130216,1.33320114948e-07,-0.479566820034,-26.1887417573,-27.36042802
39971,0.000332603150798,0.731833010627,0.891252028662,-14.2097226996,-15.3814089623
39972,0.198924732371,0.522544631978,-0.224400487795,-32.3661081166,-30.4489361278
39973,22057.3111291,0.0193911728638,1.92111912967,16.4068603187,15.7821387264
39974,5.967002687e-05,0.000744882283478,1.50868942043,83.9535481359,83.3288265436
39975,4.72711247923e-09,0.0010817974979,0.664563147011,53.9418182922,53.3170966999
39976,6.04418004535e-09,0.000388546205091,0.799886714227,87.7131433557,87.5508738029
39977,0.0109433718102,1.69808267225,0.393939782697,-60.2916893109,-60.4539588637
39978,10.1173305981,2.2703676218,68.623486089,-16.5446848712,-16.706954424
39979,0.0183381147279,3.32403779297,0.393972033361,-46.7210435347,-47.345765127
39980,0.00326628930045,1.58586583112,1.84273687048,-31.210312607,-31.8350341993
39981,1.30923941104e-05,7.01688950515e-05,-0.67340831727,-145.625932799,-146.250654391
39982,0.000143341838893,36.5294382529,0.060987508436,-98.3290300016,-97.7373562696
39983,1.60563500073e-06,299740.246049,-0.908502732174,-327.386627051,-326.192941232
39984,4.76930844973e-06,1469.79435633,0.330320024179,-122.57143138,-123.196152972
39985,1.54746914376e-05,118.582634329,-0.148378541254,-97.4068701924,-99.247987109
39986,1.25069325578e-05,10459.0497949,-0.514634923224,-105.08082271,-106.921939627
39987,5.49793566229e-09,65.354549629,0.853875729355,-196.855788429,-194.184673155
39988,489.501782449,12.3529149182,-41124.6937036,-113.880775247,-110.747207934
39989,9.22690734173e-06,5.7855790736e-07,-0.45219932766,-187.097558817,-186.859234192
39990,7.88265704221e-06,0.000365363919497,-0.490339247591,-182.571947873,-182.333623248
39991,1.76093137962e-05,22558.6143386,-0.0731483927172,-202.335153031,-202.096828406
39992,0.390069029654,0.218264740351,0.45630306139,-12.9763436722,-12.3846699402
39993,3.50199332444e-06,6121.27844842,1.43695696393,-151.188764268,-151.813485861
39994,1.76539842744e-08,15939.4043793,0.886229039121,-180.604192763,-180.365868138
39995,5.39080700079e-08,7545.17002574,0.610117328503,-171.528242842,-171.289918217
39996,NA,NA,NA,NA,NA
39997,NA,NA,NA,NA,NA
39998,0.000982319441718,2.16853187232,0.395409146437,-51.9442627214,-51.7059380964
39999,NA,NA,NA,NA,NA
40000,0.000804285864268,0.756222969034,0.462478406321,-26.6924638784,-26.4541392533
40001,1.24904720822e-05,0.991691227362,1.36438704474,-27.3834372765,-27.1451126515
40002,6.1508906295e-06,0.00047430681579,-0.405304655107,-145.19230527,-145.354574823
40003,7.99288669695e-07,3472.69445829,0.590487376302,-140.785586481,-140.947856034
40004,0.000181083110119,289.408707232,0.499514555774,-175.260955971,-173.806236022
40005,0.000373133518308,279.057890886,1.80933117471,-165.296829349,-163.8421094
40006,0.000157789455397,308.17958267,1.29885503287,-187.205286871,-185.750566921
40007,0.00137971253624,218.581499469,0.636069106463,-169.435842172,-167.981122223
40008,0.000558303283609,189.011336743,0.801013742375,-113.687152014,-113.448827389
40009,0.000332113703215,177.873025975,1.05925908376,-165.034070909,-163.57935096
40010,0.0427261992171,7.46443351574e-10,0.0532055874052,47.186565877,46.5618442846
40011,6.87263437271e-08,14012.5253503,5.70418334697,-137.087280767,-138.25896703
40012,1.86464781393e-08,35972.8559486,7.71295811969,-110.125304266,-111.966421182
40013,91.5689640076,2.00584253321,-0.0461859543067,-53.5374089966,-53.2990843716
40014,1.0431209371,0.584063132449,-0.774644474603,-44.854891059,-45.0171606118
40015,0.193285446728,1.37038499681e-06,-0.831798812154,-33.5375566578,-35.3786735745
40016,20.5478026103,4.09940324911,0.519336797357,-40.4107956021,-42.2519125188
40017,5.66695893767e-07,848.808265924,1.65469890038,-482.505451777,-478.508838247
40018,4.86198471352e-05,484.944482078,0.0414968285812,-521.429414011,-517.127452398
40019,0.0,900.67532636,1.87508364344,-379.233089677,-375.458800063
40020,0.0,958.932746211,0.785057827568,-399.099725862,-395.212215264
40021,7.24119718654e-06,1887.97002023,0.624363330593,-344.500251497,-341.66693456
40022,0.0,4707.87627701,0.452694409467,-331.090365722,-328.257048784
40023,NA,NA,NA,NA,NA
40024,8.58593060304e-05,4.70696359118,0.0303505789669,-103.901129546,-104.063399099
40025,1.19769973939e-08,187.116595212,1.65311298418,-164.767062098,-163.57337628
40026,6.81459902532e-05,2.09426509996e-05,-0.114961406622,-93.6069719512,-93.769241504
40027,6.87788275739e-05,10.4136640074,0.434959784611,-122.441905823,-121.850232091
40028,0.0,85.0432555511,1.23315121701,-63.2322250634,-63.3944946162
40029,5.41000180967e-05,221.016738927,0.100640930735,-135.995571582,-135.087816303
40030,0.000257198887638,3.50623818868e-09,-0.365209465,-78.2189723008,-78.8436938932
40031,0.000220822075863,0.000500276339902,-0.733678893768,-186.210607006,-185.302851727
40032,0.0,2936.61607856,0.892034982817,-107.235610655,-107.397880208
40033,0.196669203161,2.79101252024,-0.800487206633,-240.42334961,-235.210340755
40034,4.64005005529e-08,0.00182679802244,0.770415062586,-372.953193935,-371.759508117
40035,NA,NA,NA,NA,NA
40036,8.20161285808,3.27350524465e-09,-0.331358155143,267.300200454,270.834361945
40037,NA,NA,NA,NA,NA
40038,0.463760030428,1.4134250778,0.206714138978,-164.53522613,-160.045703445
40039,0.440988505599,1.91081732213,0.29957215615,-179.340189475,-174.761107901
40042,NA,NA,NA,NA,NA
40043,0.000109575296061,229.824730211,-0.283840406016,-1249.19997824,-1241.76796779
40044,0.000397427350405,5.31190086993,0.437640627476,-53.8715284898,-55.0432147525
40045,0.000156726701982,47.9866291343,0.389571706063,-295.323766373,-291.436255775
40046,0.000122341045354,49.1666951615,0.719469353997,-240.36837645,-236.961893803
40047,3.94841212858e-06,1186.32276701,0.376653540108,-1379.20187549,-1372.33049717
40048,7.1918460216e-06,200.933659865,0.156754208534,-1212.99784107,-1206.20980144
40049,8.4853135216e-06,388.798316779,0.134128505653,-863.790756826,-858.177153794
40050,NA,NA,NA,NA,NA
40051,0.173391611779,1.40075052471,-0.33629198692,-220.458769679,-212.496888628
40052,1.92743195426e-06,4467.88692708,1.00868656143,-1486.12555724,-1479.38007152
40053,2.07074818714e-06,4318.80513996,0.963198273949,-1498.35465157,-1491.60916584
40054,2.35935569748e-06,6689.34915564,0.80995074114,-1452.61726541,-1445.87177968
40055,1.47632066938e-05,945.060248522,-0.426749815477,-1517.64055867,-1510.89507294
40056,0.000173054349958,26572.879275,1.47949175153,-113.723995007,-114.89568127
40057,3.01066218396e-05,835.461994336,1.00359078338,-113.74336492,-114.368086513
40058,1.78329535583e-08,2014.37732156,6.2700717079,-63.1800090331,-65.0211259498
40059,6.6811926388e-05,1174.51736169,0.791901877248,-165.2741317,-164.682457968
40060,3.76440901826e-05,900.385960855,0.488336510131,-90.9226925813,-92.094378844
40061,1.68746933094e-07,2704.2271993,2.02120324919,-161.207801846,-160.969477221
40062,2.87811232402e-06,1968.91401957,0.460053678337,-161.705944482,-161.467619857
40063,5.78945780205e-11,272496.226956,0.236804772139,-495.802631647,-493.302991615
40064,6.39743393149e-07,281.045660538,1.77493124899,-237.695878144,-235.196238112
40065,4.89253904212e-06,421.78967034,0.588288439649,-309.462774413,-306.329207099
40066,1.94595117626e-05,9.76168923472e-10,0.273231573572,-173.151659827,-170.83389366
40067,7.66418205611e-06,24.955571106,0.408689812529,-268.614858555,-264.95823108
40068,NA,NA,NA,NA,NA
40069,0.0226815024167,1.36432012354e-08,-0.889092512071,-52.4195512355,-53.0442728278
40070,0.0,13.3953487973,0.788141978182,-29.3746077677,-29.99932936
40071,0.18581631488,13.9184700549,0.356504672246,-44.5263558329,-45.1510774252
40072,0.0436819488669,3.94309243035,-0.667814621809,-46.7671295856,-47.3918511779
40073,1.9736308341e-06,12.2610252947,6.52023230524,-59.3291511267,-59.953872719
40074,0.0359413085929,12.8859210297,-0.221633470844,-45.2225814001,-45.8473029924
40075,0.0152951404513,1.20162890508,-0.774345642278,-56.5519468061,-57.1766683984
40076,0.0142677300697,10.3194881913,-0.146712529215,-45.0608348784,-45.6855564707
40077,4.63381177873e-09,1364.45614141,10.9388698275,-90.5882452493,-91.2129668416
40078,0.0,299.750218143,1.6285154806,-66.7844595986,-67.4091811909
40079,3.34990013506e-09,216.165623667,3.84502162806,-72.9142942335,-73.5390158258
40080,6.114371498e-08,106.380977833,2.52654392282,-73.0893926342,-73.7141142265
40081,0.000312690575405,41.0205128903,0.0398999521028,-75.5672375104,-76.1919591028
40082,0.000281360241966,28.565686932,0.0857297831064,-63.4356359648,-64.0603575571
40083,8.65509050214e-05,25.2984181349,0.308367758578,-58.0909877229,-58.7157093152
40084,8.03737448773e-06,24.2072232713,0.78141738027,-60.9434289487,-61.568150541
40085,NA,NA,NA,NA,NA
40086,0.000295861603999,18.0707250381,-0.00405460735559,-67.4801055727,-68.104827165
40087,NA,NA,NA,NA,NA
40088,8.63243124827e-06,478.462744981,0.835146822425,-95.8316472372,-96.4563688295
40089,2.70059689262e-05,4.11034656622e-06,0.0372208466911,-87.0532438339,-87.6779654262
40090,2.55047739595e-07,333.186506157,1.60641826833,-90.6035208415,-91.2282424338
40091,2.98263436171e-09,607.115569117,4.12269691549,-87.1231940039,-87.7479155962
40092,1.33049746538e-05,451.993077455,0.575848692881,-88.7156700704,-89.3403916627
40093,5.03609095981e-07,461.197266797,1.75315070633,-94.8037955818,-95.4285171742
40094,3.77491350818e-05,7.35214711334e-09,0.0575695742844,-86.6155966974,-87.2403182897
40095,3.46015353303e-06,284.855370417,0.881445524304,-85.0069286389,-85.6316502312
40096,4.85405490247e-07,404.095437279,1.64032346793,-105.511148802,-106.135870394
40097,4.4550448099e-05,1.55968327142e-09,-0.194036075092,-101.597171969,-102.221893562
40098,0.0,21598.2721382,-1.22446735126,-496.311708266,-492.777546775
40099,1.14284548491e-08,13485.7537277,3.83712018326,-833.279326345,-828.212687982
40100,3.60898917418e-08,50426.0067367,1.81157789086,-917.711436734,-912.644798371
40101,1.25676224025e-05,6281.72775258,-0.710245543938,-1647.55158322,-1640.72158486
40102,1.52060527901,0.615281251929,-215.953363702,-1.18475305225,6.66060849827
40103,6.42636690162e-05,55392.5093103,-14.8505290271,-174.128838909,-173.890514284
40104,1.0662356662e-06,38213.3871993,-0.394065394027,-205.872276894,-205.633952269
40105,1.03923607186e-06,7066.53497164,0.656365969128,-153.546291808,-154.1710134
40106,0.000249764983427,79592.3901974,45.0681243274,-114.710471076,-115.882157339
40107,1.91986571751e-07,0.00175160746118,0.0792929470617,-164.363414102,-165.535100365
40108,0.0,13.0434782042,1.54055637197,-500.120708399,-493.69130422
40109,0.0,16.9811320434,-1.89631875257,-589.969347839,-583.223862113
40110,0.0,26.4705880796,1.21613787981,-655.738570155,-648.908571798
40111,0.000317398338112,7.72459601821e-05,-0.560368417094,-92.7218350631,-93.3465566554
40112,NA,NA,NA,NA,NA
351,4.02999546338e-05,6.61453114503e-11,0.275217842617,-56.3769418571,-53.2433745439
814,NA,NA,NA,NA,NA
71,4.41074221591e-09,2970.76728375,2.91911819951,-111.211520866,-111.836242458
445,2.68924944535e-07,1532.5308595,0.298641205368,-99.1111609817,-100.952277898
3,7.15967684473e-06,3273.3673401,0.196901357549,-95.6869553318,-97.5280722484
2,8.49996315555e-08,3874.04678366,1.16012046907,-88.5095804831,-90.3506973998
450,1.14684061234e-05,3556.10216139,-0.418451245935,-146.390493265,-147.015214857
140,0.00356632353093,3.08606813761,-0.111210632154,-49.656736837,-50.2814584293
79,4.40902495424e-06,2441.29990852,0.538844090524,-206.066131755,-205.158376476
713,4.86329266387e-05,4932.34391683,-0.31877974339,-624.859739686,-620.557778073
708,1.38605357096e-05,3248.41229981,0.32029693008,-104.249043841,-105.420730103
920,0.00395619042189,1.10326787916,0.533245622529,-32.8678853913,-33.4926069836
721,6.83514000688e-06,71702.1523475,-0.116661317718,-161.565950114,-162.190671707
687,6.75850693566e-06,9434.21591034,0.906759829506,-1307.67814764,-1301.39511396
691,1.11022012461e-05,4433.86313635,0.0740682250534,-1239.40987495,-1233.12684126
6,3.30019632333e-06,3625.26224634,0.361069555553,-619.049124331,-614.651916623
695,NA,NA,NA,NA,NA
40114,0.0,7201.44605037,0.699531963329,-88.0235742187,-89.1952604814
40115,0.000349222300228,5.75916463992,2.08644175887,-41.6230864608,-42.2478080531
40116,0.00140022827312,2.55624429694,1.79452900281,-36.8764908498,-37.5012124421
40117,NA,NA,NA,NA,NA
40118,0.0340864933842,4.59123079002,-0.349551334705,-43.4215987329,-44.0463203252
40119,0.0380789421138,1.71511150051,-0.131667831302,-39.3087876866,-39.9335092789
40120,NA,NA,NA,NA,NA
40121,0.00229819222155,1.2585895659e-07,-0.120636368705,-67.4934836372,-68.1182052295
40122,0.0,12004.8019208,1.74978166832,-598.348605086,-594.145012941
40123,2.49208461207e-05,100.284156765,2.04675316508,-88.1766277995,-88.8013493918
40124,0.000529449171087,108.807575739,-0.0811450521561,-80.9958371063,-81.6205586986
40125,5.98406573626e-07,76979.8423352,0.00209721073973,-492.287127276,-489.153559963
40126,3.9860466039e-09,28049.9399171,0.873561483065,-461.174212199,-458.040644886
40127,NA,NA,NA,NA,NA
40128,NA,NA,NA,NA,NA
40129,NA,NA,NA,NA,NA
40130,0.05154993883,0.537334894529,0.0674330314598,-52.7912607966,-53.9629470593
